member_name,sitting_date,parliamentary_period,parliamentary_session,political_party,government,roles,member_gender,speech
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Ευχαριστώ κι Κλείνουμε κ Μπούγα…
πολακης πετρου παυλος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Θέλω προσωπικού κύριε Πρόεδρε
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Γιατί προσωπικό Ακούστηκε όνομα Σας παρακαλώΟρίστε κύριε Μπούγα λόγο
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πρόεδρε έπρεπε φτάσουμε τέλος συνεδρίασης…
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πρόεδρε δώσετε πει συνίσταται προσωπικό ζήτημα
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, …να προκαλέσω παρέμβασή συναδέλφους ΣΥΡΙΖΑ πουν ποιες ακυρότητες μιλούσαν…
πολακης πετρου παυλος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Θέλω προσωπικού κύριε Πρόεδρε
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πολάκη παρακαλώ…
πολακης πετρου παυλος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Μισό λεπτό
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι μισό
πολακης πετρου παυλος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Το προσωπικού προηγείται
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Μα έδωσε Τι προηγείται
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Πολάκη υπάρχει προσωπικό Το προσωπικό αποφασίζει Πρόεδρος Δεν καμμία αναφορά Έκανε τοποθέτηση αφηρημένη παραπέρα Έχετε χρόνο Βουλή Έχω χρόνια εμπειρία δίνει δικαίωμα κρίνω αποφασίζω Πρόεδρος Δεν λόγοΟρίστε κύριε Μπούγα ολοκληρώστε
πολακης πετρου παυλος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Ναι υποστηρίξω ποιο προσωπικό
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Τα ξέρω κύριε ΠολάκηΈχω δώσει λόγοΟρίστε κύριε Μπούγα Απευθυνθείτε μένα παρακαλώ θερμά ολοκληρώσουμε
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Σε απευθύνομαι Το επιχειρήσει δύο φορές Το επιχειρώ παρακαλώ διακόπτομαιΈπρεπε τέλος διαδικασίας προκαλέσω παρέμβασή Βουλευτές ΣΥΡΙΖΑ αποκαλύψουν ακυρότητεςΚαι ποιες ακυρότητες ακούστηκαν κύριε Πρόεδρε Ήταν αφ’ εξαίρεση κυρίων συναδέλφων επιτροπή αφ’ εξεταζόμενοι μάρτυρες Για μιλήσω γι’ δύο ακυρότητες  Η εξαίρεση συναδέλφων γνωρίζετε θεμελιώθηκε νομικά κοινοβουλευτικά γνωμοδότηση Επιστημονικού Συμβουλίου Βουλής προέκυψε 2010 απόλυτα συναφή υπόθεση Η γνωμοδότηση απολύτως τεκμηριωμένη Σ’ στηρίχθηκε απόφαση συντριπτικής πλειοψηφίας επιτροπής ασυμβίβαστη άσκηση καθηκόντων εισαγγελέα μάρτυρος ταυτόχρονα αποφασίστηκε εξαίρεση συναδέλφωνΌμως θέλω πω κύριε Πρόεδρε διαβάσει διάταξη άρθρου 170 Κώδικα Ποινικής Δικονομίας διαπιστώσει απολύτως σύννομη σύμφωνη Κανονισμό εξαίρεσή εξαίρεση καμμία ακυρότητα προκαλεί διαδικασίαΤο δεύτερο Ειλικρινά κύριε Πρόεδρε τριάντα δύο χρόνια ενεργούς δικηγορίας ακούω προκαλείται ακυρότητα απόπειρα Δηλαδή ποιο κατηγόρησε κ Τζανακόπουλος Μας κατηγόρησε επιχειρήσαμε εξετάσουμε τρόπο συμφωνούσε προστατευόμενους μάρτυρες προκλήθηκε ακυρότητα
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Για Άρειο Πάγο πείτε μας
λαππας ευαγγελου σπυριδωνας,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Μιλάμε έγγραφο Άρειου Πάγου
μπουγας δημητριου ιωαννης,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Και σταματήσει παραμύθι Άρειο Πάγο Άρειο Πάγο ξέρετε εξετάστηκαν αυτοπροσώπως Εμείς ακολουθήσαμε αυστηρή διαδικασία ισχυριστεί θέλαμε αποκαλύψουμε μάρτυρες Την αλήθεια θέλαμε κατάθεση μαρτύρων πλασματική ονομασία πονάει κύριοι συνάδελφοι αποκαλύφθηκε αλήθεια εξετάζαμε πρόσωπο πρόσωπο Και ξέρουν μέλη συμμετέχουν επιτροπήΣε αφορά κύριε Πρόεδρε διαβίβαση δικογραφίας νομιμότητα σύνταξης πρότασης νομίζω συνάδελφοι ΣΥΡΙΖΑ οφείλουν «συγγνώμη» ανακαλέσουν είπαν ακυρότητες
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Ευχαριστώ πολύ
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πρόεδρε ήθελα κι λόγο
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Τζανακόπουλε μισό λεπτό επιτρέπετε λίγοΕγώ θέλω πω –δεν υποδείξω νεότεροι συνάδελφοι διαβάσουν άρθρο 68 Κανονισμού Αν θέλετε οικονομία χρόνου διαβάσω παραπέμψω καταλάβουν «προσωπικό» κάνει ΠρόεδροςΟρίστε κύριε Τζανακόπουλε Κοινοβουλευτικός Εκπρόσωπος συνάδελφοι διαβάσουν άρθρο 68 Κανονισμού Βουλής
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Εγώ συνεχίσω αντιδικία κ Μπούγα Κοινοβουλευτικό Εκπρόσωπο Νέας Δημοκρατίας Πρόεδρο παράνομης επιτροπής Το γεγονός δέχεται συνεχίσει προεδρεύει λόγους αφορούν κόμμα λόγους αφορούν εντολές πάρει Πρωθυπουργό κ Μητσοτάκη γεγονός συνεχίζει προεδρεύει ενδεχομένως διατηρούνται εσωκομματικές ισορροπίες Νέα Δημοκρατία διαφόρων στρατοπέδων διαφόρων πολιτικών γραμμών συγκρούονται μπορέσει συμβιβαστεί κ Μητσοτάκης κ Σαμαρά αποκλειστικά θέμα αφορά τρόπο επιλέγει κάνει ζήτησε πολιτικός προϊστάμενος Πρόεδρος κόμματός τουΣε αφορά ακυρότητες μπορούμε συνεχίσουμε επιχειρηματολογούμε ώρα θέλετε Σε ανάλυση κριθούν δικαστικά συμβούλια Θα κριθούν ενδεχομένως επόμενα στάδια δίκης πράγματα όντως δύσκολα μεθοδευτεί μήνες προσωπικά πολιτικά νομικά συναδέλφους Νέας Δημοκρατίας επέλεξαν αφήσουν άκρη νομική ιδιότητα πορευθούν όρους πολιτικών σκοπιμοτήτων μεθοδεύσεων στησίματος δικώνΤώρα αφορά προσωπικό δικαίωμα…
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Τζανακόπουλε βοηθήστε παρακαλώ Όταν διαβάσετε άρθρο 68 πείτε
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πρόεδρε αφαιρείτε Έχω τριάντα δευτερόλεπτα
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Δεν προσωπικό Συγγνώμη έπρεπε σεβαστείτε γεγονός φέρθηκα καλύτερο τρόπο άνεση πήρατε υπερασπιστήκατε πάντα
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Μου αφαιρείτε λόγο
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Τώρα υπάρχει προσωπικό
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Εγώ λέω κύριε Πρόεδρε άποψή Πρέπει δώσετε εξηγηθεί ποιο προσωπικό
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Όχι Θα διαβάσετε κύριε Τζανακόπουλε
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, …και εξηγηθεί –και μπορείτε ή μπορείτε αφαιρέσετε …
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Όχι υπάρχει προσωπικό Πρόεδρος αποφασίζει σύμφωνα παράγραφο 3 άρθρου 68 Κι κάθομαι στατικά δυναμικά παρών κύριε Τζανακόπουλε ακούω προσωπική ευθυκρισία ξέρω σημαίνει «προσωπικό» χρόνια ξέρω Κανονισμό Έχω εμπειρία πολλών ετών Πρέπει ξεχωρίζουμε σημαίνει «προσωπικό»
τζανακοπουλος μοσχου δημητριος,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Αφού εξηγήσω συνίσταται προσωπικό αποφασίζετε κύριε Πρόεδρε
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Όμως παρακαλέσω θετικών επιστημών νομικών διαβάσετε πείτε έκανα λάθος Δεν έκανα λάθοςΚηρύσσεται περαιωμένη συζήτηση υπ’ αριθμόν πρωτοκόλλου 1312452020 προτάσεως κατέθεσαν τριάντα Βουλευτές Κοινοβουλευτικής Ομάδας Νέας Δημοκρατίας σύμφωνα άρθρα 86 παράγραφοι 1 3 Συντάγματος 154 155 Κανονισμού Βουλής Με πρόταση αιτούνται σύμφωνα αριθμό πρωτοκόλλου 17090977714102019 απόφαση Προέδρου Βουλής συσταθείσα λειτουργούσα Ειδική Κοινοβουλευτική Επιτροπή διενεργεί Προκαταρκτική Εξέταση πρώην Αναπληρωτή Υπουργού Δικαιοσύνης κ Δημητρίου Παπαγγελόπουλου επεκτείνει διεξαγόμενη προκαταρκτική εξέταση διερευνηθούν περαιτέρω ποινικές ευθύνες Αναπληρωτού Υπουργού αξιόποινα αδικήματα 1 Πρόκληση προσφορά τέλεση κακουργήματος   2 Εκβίαση   4 Δωροληψία υπαλλήλου   5 Ηθική αυτουργία κατάχρηση εξουσίας   6 Ηθική αυτουργία παράβαση καθήκοντος παράβαση καθήκοντος   7 Εγκληματική οργάνωση περίπτωση συμμορίας άρθρο 187 παράγραφος 3   σύμφωνα διαλαμβανόμενα πρότασηΚυρίες κύριοι συνάδελφοι δέχεστε σημείο λύσουμε συνεδρίαση
nan,19/05/2020,period 18 review 9,session 1,βουλη,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],nan,nan, Μάλιστα μάλιστα
μπουρας κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Με συναίνεση Σώματος ώρα 1928΄ λύεται συνεδρίαση ημέρα Τετάρτη 20 Μαΐου 2020 ώρα 900΄ αντικείμενο εργασιών Σώματος α συζήτηση επικαίρων ερωτήσεων β ειδική ημερήσια διάταξη λήψη απόφασης υπ’ πρωτοκόλλου 1312452020 προτάσεως αναλυτικά προανέφεραΟ ΠΡΟΕΔΡΟΣ ΟΙ ΓΡΑΜΜΑΤΕΙΣ
λαμπρουλης αριστειδη γεωργιος,20/05/2020,period 18 review 9,session 1,κομμουνιστικο κομμα ελλαδας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['στ αντιπροεδρος βουλης(07/06/2016-28/07/2020)'],male, Κυρίες κύριοι συνάδελφοι αρχίζει συνεδρίασηΕισερχόμαστε συζήτηση ΕΠΙΚΑΙΡΩΝ ΕΡΩΤΗΣΕΩΝΚατ’ αρχάς ξεκινήσουμε προγραμματισμένες σήμερα επίκαιρες ερωτήσεις επιτρέψτε ανακοινώσω Σώμα δελτίο επικαίρων ερωτήσεων Παρασκευής 22 Μαΐου 2020Α ΕΠΙΚΑΙΡΕΣ ΕΡΩΤΗΣΕΙΣ Πρώτου Κύκλου  1 Η αριθμό 7131852020 επίκαιρη ερώτηση Βουλευτή A΄ Θεσσαλονίκης Συνασπισμού Ριζοσπαστικής Αριστεράς κ Χρήστου Γιαννούλη Υπουργό Υποδομών Μεταφορών θέμα «Απόσυρση καταγγελίας Ευρωπαϊκή Επιτροπή υπέρογκη κρατική ενίσχυση ιδιωτικού Οργανισμού Αστικών Συγκοινωνιών Θεσσαλονίκης  »2 Η αριθμό 7051852020 επίκαιρη ερώτηση Βουλευτή Ηρακλείου Κινήματος Αλλαγής κ Βασιλείου Κεγκέρογλου Υπουργό Εργασίας Κοινωνικών Υποθέσεων θέμα «Στα χαρτιά ν46702020 μήνες ψήφισή του»3 Η αριθμό 7091852020 επίκαιρη ερώτηση Βουλευτή Ηρακλείου Κομμουνιστικού Κόμματος Ελλάδας κ Μανώλη Συντυχάκη Υπουργό Παιδείας Θρησκευμάτων θέμα «Αναγκαία μέτρα σχολεία Γενικού Λυκείου Επαγγελματικού Λυκείου Κισσάμου»4 Η αριθμό 6911152020 επίκαιρη ερώτηση Η΄ Αντιπροέδρου Βουλής Βουλευτού Β3΄ Νοτίου Τομέα Αθηνών ΜέΡΑ25 κ Σοφίας Σακοράφα Υπουργό Οικονομικών θέμα «Μέτρα ανακούφισης στήριξης δικηγορικού λοιπών επιστημονικών κλάδων»Β ΕΠΙΚΑΙΡΕΣ ΕΡΩΤΗΣΕΙΣ Δεύτερου Κύκλου  1 Η αριθμό 7071852020 επίκαιρη ερώτηση Βουλευτή Ηρακλείου Κινήματος Αλλαγής κ Βασίλειου Κεγκέρογλου Υπουργό Οικονομικών θέμα «Έκτακτηευνοϊκή ρύθμιση οφειλών φορολογική διοίκηση ανεξάρτητα ισχύοντα αποκλεισμούς»2 Η αριθμό 7111852020 επίκαιρη ερώτηση Βουλευτή Β3΄ Νότιου Τομέα Αθηνών Κομμουνιστικού Κόμματος Ελλάδας κ Χρήστου Κατσώτη Υπουργό Εργασίας Κοινωνικών Υποθέσεων θέμα «Να απολυθεί εργαζόμενος εργοστασίου παραγωγής μετασχηματιστών Οινόφυτα εταιρείας Schneider Electric»3 Η αριθμό 6951552020 επίκαιρη ερώτηση Η΄ Αντιπροέδρου Βουλής Βουλευτού Β3΄ Νοτίου Τομέα Αθηνών ΜέΡΑ25 κ Σοφίας Σακοράφα Υπουργό Εξωτερικών θέμα «Διάβημα πρέσβεων Ισραήλ προσάρτηση παλαιστινιακών εδαφών»4 Η αριθμό 7161852020 επίκαιρη ερώτηση Βουλευτή Α΄ Θεσσαλονίκης Κομμουνιστικού Κόμματος Ελλάδας κ Γιάννη Δελή Υπουργό Παιδείας Θρησκευμάτων θέμα «Οι μεγάλες συνέπειες ειδική αγωγή εκπαίδευση επιδημία Με ευθύνη Υπουργείου ληφθούν μέτρα»5 Η αριθμό 7021852020 επίκαιρη ερώτηση Βουλευτή Β2΄ Δυτικού Τομέα Αθηνών ΜέΡΑ25 κ Κρίτωνα Αρσένη Υπουργό Υποδομών Μεταφορών θέμα «Να αποσυρθεί απόφαση απόσπασης αρχαιοτήτων σταθμού Βενιζέλου συνεχιστεί κατασκευή μετρό Θεσσαλονίκης»
ξανθος γεωργιου ανδρεας,20/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τελειώνω κύριε ΠρόεδρεΒεβαίως αυξηθεί χωρητικότητα δημόσιων εργαστηρίων αναγνωρίζουμε Έγινε μεγάλη προσπάθεια αξιοποιήθηκαν προτάσεις καταθέσει Αξιοποιήθηκε ΕΚΕΑ εργαστήριά βαθμό έπρεπε Το τονίζω ερώτηση Όχι βαθμό έπρεπε Υπάρχει μεγαλύτερη δυνατότητα επόμενο διάστημα αυξηθεί παραγωγικότητά καλυφθούν ανάγκες δημόσια εργαστήρια ανάγκες αφορούν διερεύνηση κρουσμάτων επιδημιολογική επιτήρηση αναγκαία φάσηΆρα ερώτημα ΕΟΠΥΥ εντάσσει αποζημίωση συγκεκριμένη διαγνωστική εξέταση μηδενική συμμετοχή πολίτη μηδενίσουμε επιβάρυνση ασθενή Και βεβαίως υποχρέωση ΕΟΠΥΥ αποζημιώσει δημόσια εργαστήρια πανεπιστημιακών νοσοκομείων μεγάλων νοσοκομείων ΕΣΥ σήμερα επιβαρύνουν αγορά αντιδραστηρίων προϋπολογισμούς νοσοκομείων υπάρχει πραγματική δυσκολία εκεί
λαμπρουλης αριστειδη γεωργιος,20/05/2020,period 18 review 9,session 1,κομμουνιστικο κομμα ελλαδας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['στ αντιπροεδρος βουλης(07/06/2016-28/07/2020)'],male, Καλώς κύριε Ξανθέ Τα υπόλοιπα δευτερολογία σας
ξανθος γεωργιου ανδρεας,20/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Θέλουμε πραγματικά καταλάβουμε καιρό παρ’ κοστολογηθεί εξέταση αποζημιώνεται
λαμπρουλης αριστειδη γεωργιος,20/05/2020,period 18 review 9,session 1,κομμουνιστικο κομμα ελλαδας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['στ αντιπροεδρος βουλης(07/06/2016-28/07/2020)'],male, Κύριε Υφυπουργέ λόγο
βασιλειος κοντοζαμανης,20/05/2020,period 18 review 9,session 1,εξωκοινοβουλευτικός,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['υφυπουργος υγειας(07/09/2019-27/07/2020)'],male, Ευχαριστώ κύριε ΠρόεδρεΚύριε Ξανθέ εισαγωγικά απάντησή πω Όπως επανειλημμένα δηλώσει συνεχίζουμε δίνουμε μάχη αντιμετώπιση πανδημίας πανδημία τελειώσει Αντιμετωπίσαμε επάρκεια ταχύτητα αποτελεσματικότητα αρχή πανδημίας Γνωρίζουμε τελειώσει Καθησυχάζουμε εφησυχάζουμε υποτιμούμε καμμία περίπτωση καλή φάση βρίσκεται χώρα Και βασικός λόγος συνεχίζουμε προετοιμασία στόχο κατ’ αρχάς ελέγξουμε ενδεχόμενες αναζωπυρώσεις πανδημίας σοβαρές συνέπειες πολίτεςΔεν αφήσαμε αφήνουμε αφήσουμε τύχη Η υπευθυνότητα αντιμετωπίσαμε πανδημία συνεχίζει αποτελεί συγκριτικό πλεονέκτημαΘα αναφερθώ κατ’ αρχάς εισαγωγικό μέρος ερώτησής θέτει διάφορα ζητήματα καταλήξω απάντηση ερώτησης θέτετεΟ ασφαλής τρόπος διάγνωσης κορωνοϊού σήμερα μοριακός έλεγχος Αυτή στρατηγική ακολουθήσαμε αρχή επιτυχία στρατηγική συνεχίσουμε ακολουθούμε συνέχεια Αναφερθήκατε διαθεσιμότητα τεστ Δεν υπήρχε πρόβλημα Σε συμπολίτη χρειάστηκε κάνει τεστ είπαν «δεν μπορείς κάνεις υπάρχει τεστ» Η χώρα πραγματικά εξασφάλισε επάρκεια αντιδραστηρίων Αναφερθήκατε Εθνικό Κέντρο Αιμοδοσίας Να γνωρίσω 13 Μαρτίου 2020 αντιδραστήρια χρησιμοποιεί ΕΚΕΑ εγκρίθηκαν Αμερικανικό Οργανισμό Φαρμάκων 27 Μαρτίου Ελλάδα μπορέσαμε αυξήσαμε παραγωγική δυνατότητα συστήματος βεβαίως ΕΚΕΑ συνεχίζουμε αυξάνουμεΑπό αρχή δημόσια εργαστήρια πανεπιστήμια Το Ινστιτούτο Παστέρ Καποδιστριακό πανεπιστημιακές κλινικές πανεπιστήμια χώρας εργαστήρια δημόσιων νοσοκομείων Υπήρχε συνεργασία ερευνητικά ιδρύματα αρχήΑναφέρεστε ερώτησή κινητές μονάδες Μέχρι σήμερα προτεραιότητα ελεγχθεί ευάλωτες ομάδες πληθυσμού πληθυσμός βρίσκεται υψηλό κίνδυνο διακόσιες ενενήντα δομές περασμένη εβδομάδα γίνει επτάμισι χιλιάδες λήψεις επιχρισμάτων Θα ήθελα ανοχή παρακαλώ κύριε Πρόεδρε Θα χρησιμοποιήσω χρόνο δευτερολογία μουΣε αφορά παραγωγική δυνατότητα χώρας Μέχρι σήμερα δυνατότητα ανέρχεται οκτώ χιλιάδες τεστ ημέρα αυξάνουμε καθημερινά παραγωγική δυνατότηταΈχουμε σημαντική δωρεά «ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ» δωρεές Πανεπιστήμιο Αθηνών διάφορα νοσοκομεία Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης αυξάνουν μέρα ημέρα παραγωγική δυνατότητα μπορούμε ξεπεράσουμε έντεκα χιλιάδες τεστΕδώ τίθεται ερώτημα πόσα τεστ χρειαζόμαστε Υπάρχει αβεβαιότητα παγκόσμιο επίπεδο διότι αριθμός τεστ εξαρτάται αύξηση κρουσμάτων Επιπλέον δεκαεννέα δημόσια νοσοκομεία διαθέτουν εργαστήρια μοριακής διάγνωσης κέντρα υγείας αναλυτές εξετάζουμε ενίσχυση περισσότερα σημεία δομές πρωτοβάθμιας φροντίδας όψει τουριστικής περιόδουΕπειδή αναφορά αντισώματα πει είπα αρχή αξιόπιστος τρόπος διάγνωσης μοριακός έλεγχος τεστ αντισωμάτων χρησιμοποιήσουμε επιδημιολογικούς σκοπούςΣτην πατρίδα εκτιμάται μικρός αριθμός νοσήσει ιό 05 εξέλιξη μεγάλες μελέτες κάνουν αντισώματα διαπιστώσουμε νούμερα Προμηθευτήκαμε αξιόπιστα τεστ αντισωμάτων δωρεάς Επομένως τεστ γίνουν κόστος πολίτη ξεκινήσει είπα μελέτες πληθυσμό προοπτική πληθυσμιακή μελέτη αντισωμάτων Ελλάδα πρώτον συγκεκριμένα επιδημιολογικά κριτήρια δεύτερον οροεπιδημιολογική μελέτη γίνεται συνεργασία Εθνικό Κέντρο Αιμοδοσίας μέλη Επιτροπής Εμπειρογνωμόνων Υπουργείο Υγείας ελέγχεται σημαντικός αριθμός δειγμάτων δέκα χιλιάδες δείγματα τρίτον επαναλαμβανόμενη οροεπιδημιολογική μελέτη εναπομείναντες ορούς Αυτό ξεκινήσει Μάρτιο συντονίζεται Ιατρική Σχολή Θεσσαλίας συνεργασία Εθνικό Οργανισμό Δημόσιας Υγείας πανεπιστήμια μελέτες βρίσκονται εξέλιξηΣτο μέλλον σύντομα σκεφτόμαστε ειδικές κατηγορίες πληθυσμού θέλαμε δούμε εξάπλωση νόσου μελέτες αντισωμάτων υπηρεσίες εμφανίζουν υψηλότερο ποσοστό προσβολής Για δώσουμε προτεραιότητα εξέταση επαγγελματιών υγείας παραμένουν γραμμή δούμε υπάρχουν υψηλά ποσοστά νόσουΕνισχύσαμε δημόσια εργαστήρια επικράτεια περισσότερους διακόσιους επικουρικούς 
λαμπρουλης αριστειδη γεωργιος,20/05/2020,period 18 review 9,session 1,κομμουνιστικο κομμα ελλαδας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['στ αντιπροεδρος βουλης(07/06/2016-28/07/2020)'],male, Κύριε Υφυπουργέ δευτερολογία Βέβαια εξαντλήσατε χρόνο δευτερολογίας πρωτολογία σας
